timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-10-15T19:39:25,codecarbon,91d4ff2f-21f1-4b54-9c94-38b622598a26,3.078148365020752,3.3299426229507516e-06,1.0818005593204414e-06,42.5,5.5686966809387135,11.891421318054201,3.633925153149499e-05,4.182781124000045e-06,8.890975549739438e-06,4.9413008205234475e-05,France,FRA,normandy,,,Windows-10-10.0.22621-SP0,3.11.5,2.3.1,16,12th Gen Intel(R) Core(TM) i7-12650H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,1.1003,49.4429,31.71045684814453,machine,N,1.0
